,Brand,Product_Name,Price,Category
30,Valentino,Logo Scale Silk Shift Dress,"$2,980",Dresses
31,J.W.Anderson,Colorblocked Asymmetric Belted Shirtdress,"$1,180",Dresses
32,Isabel Marant,Andor Stretch-Silk Crepe Fitted Dress,"$1,170",Dresses
33,Thierry Colson,Talitha Floral Linen Caftan,$595,Dresses
34,Altuzarra,Kieran Gingham Belted Dress,"$1,195",Dresses
35,Valentino,"""V""-Detailed Virgin Wool Crepe Shift Dress","$2,980",Dresses
36,Zac Posen,Tulle-Inset Compact Knit Fit & Flare Dress,$995,Dresses
37,Rick Owens DRKSHDW,Appliquéd Cotton Canvas Tunic Minidress,$615,Dresses
38,Thierry Colson,Tania Floral Linen Midi-Dress,$850,Dresses
39,Prada,Striped Cotton Poplin Shirtdress,"$2,480",Dresses
40,Maison Margiela,Topstitched Silk Sheath Dress,"$1,290",Dresses
41,Prabal Gurung,Colorblocked Silk Dress,"$2,495",Dresses
42,Zac Posen,Cotton-Blend Tweed Minidress,"$1,790",Dresses
43,Fendi,Mink-Flower Wool Crepe Dress,"$2,890",Dresses
44,Prabal Gurung,Striped Pleated Silk Trapeze Dress,"$2,195",Dresses
45,Dolce & Gabbana,Heart-Appliquéd Cady Dress,"$1,995",Dresses
46,Rebecca de Ravenel,Polka Dot Cotton-Silk Wrap Dress,"$1,295",Dresses
47,Sies Marjan,Isabella Crinkled Poplin Shirtdress,"$1,395",Dresses
48,FiveSeventyFive,Floral Chiffon Minidress,$395,Dresses
49,J.W.Anderson,Washed Piqué Cotton Swing Shirtdress,$760,Dresses
50,Comme des Garçons,Satin Shirtdress,$475,Dresses
51,Maison di Prima,Jackie Cotton-Blend Wrap Maxi Dress,$980,Dresses
52,Azeeza,Collins Jewel-Embellished Silk Dress,"$1,295",Dresses
53,Haider Ackermann,Velvet-Trimmed Asymmetric Dress,"$1,985",Dresses
54,Nili Lotan,Galabeya Linen Dress,$350,Dresses
55,Esteban Cortazar,Colorblocked Wool-Blend Open-Back Gown,"$1,555",Dresses
56,Derek Lam 10 Crosby,Map-Print Crepe Shirtdress,$750,Dresses
57,LOEWE,Embroidered Smocked Cotton-Blend Maxi Dress,"$2,650",Dresses
58,Burberry,Lace & Crepe Slipdress,"$3,150",Dresses
59,Zero + Maria Cornejo,Freya Draped Dress,"$1,195",Dresses
60,Zimmermann,Primrose Floral Slub Linen-Cotton Minidress,$850,Dresses
61,Jil Sander,Mixed-Knit A-Line Midi-Dress,"$1,350",Dresses
62,Erdem,Nicolette Floral Jersey Dress,$890,Dresses
63,Zimmermann,Ruffle-Trimmed Floral Belted Minidress,$950,Dresses
64,Narciso Rodriguez,Abstract-Print Stretch-Silk A-Line Dress,"$1,895",Dresses
65,Derek Lam,Poppy-Pattern Silk Jacquard Shirtdress,"$1,290",Dresses
66,Barneys New York,Cotton Poplin A-Line Midi-Dress,$650,Dresses
67,Lisa Perry,Fleurty Wool A-Line Dress,$895,Dresses
68,J. Mendel,Colorblocked Silk Plissé Cocktail Gown,"$4,490",Dresses
69,Erdem,Christy Floral Silk Dress,"$1,875",Dresses
70,Ulla Johnson,Pinar Embroidered Linen-Cotton Dress,$645,Dresses
71,CALVIN KLEIN 205W39NYC,Cape-Sleeve Silk Crepe Dress,"$2,900",Dresses
72,Esteban Cortazar,Rib-Knit Tank Dress,$795,Dresses
73,Ulla Johnson,Iggy Embroidered Cotton Jumpsuit,$375,Dresses
74,CALVIN KLEIN 205W39NYC,Zebra-Print Twill A-Line Dress,$990,Dresses
75,Paco Rabanne,Leopard-Print Metal Mesh Dress,"$6,900",Dresses
76,Saint Laurent,Bow-Front Faille Romper,"$3,990",Dresses
77,Saint Laurent,Leopard-Print Silk Chiffon Dress,"$2,590",Dresses
78,Valentino,Rainbow-Pleated Knit Midi-Dress,"$4,900",Dresses
79,Haider Ackermann,Contrast-Trimmed Crêpe De Chine Long Dress,"$1,800",Dresses
80,Zero + Maria Cornejo,Forward Face-Print Cotton Shirtdress,$895,Dresses
81,Alex Mill,Striped Cotton Belted Shirtdress,$195,Dresses
82,Proenza Schouler,Cotton Belted Drop-Waist Midi-Dress,"$1,690",Dresses
83,Alaïa,Raffia-Trimmed Compact Knit Tunic Dress,"$3,285",Dresses
84,Valentino,Floral Crêpe De Chine Midi-Dress,"$4,200",Dresses
85,Givenchy,Piqué Military Shift Dress,"$2,990",Dresses
86,Zimmermann,Linear Crochet-Inset Linen Dress,"$1,850",Dresses
87,Sophia Kah,Lace-Inset Cotton Voile Button-Front Dress,"$1,130",Dresses
88,Paco Rabanne,Metallic-Lace-Trimmed Metal-Mesh Slipdress,"$4,570",Dresses
89,Givenchy,Crepe Plunging-Neckline Gown,"$3,300",Dresses
90,Valentino,Rib-Knit Wool-Blend Winged Long Dress,"$4,490",Dresses
91,Sies Marjan,Edie Silk-Cotton Corduroy Shirtdress,$995,Dresses
92,Proenza Schouler,Gingham Cotton Ruffle Midi-Dress,"$1,250",Dresses
93,Balenciaga,Logo Rib-Knit Wrap Dress,"$1,790",Dresses
94,Isabel Marant,Andor Stretch-Silk Crepe Fitted Dress,"$1,170",Dresses
95,Dolce & Gabbana,Lace-Up Stretch-Satin Fitted Midi-Dress,"$4,395",Dresses
96,Givenchy,Crepe Asymmetric Gown,"$5,590",Dresses
97,Lanvin,Embellished Silk-Blend Lamé Gown,"$4,675",Dresses
98,Lisa Perry,Bubbles Wool Crepe A-Line Dress,$795,Dresses
99,Givenchy,Tie-Detailed Jersey Gown,"$2,580",Dresses
100,A.L.C.,Sienna Plissé Dress,$695,Dresses
101,Balenciaga,Leopard-Print Layered Midi-Dress,"$3,400",Dresses
102,Area,Evelyn Crystal-Strap Velvet Slipdress,$495,Dresses
103,Area,Emily Smocked Cotton-Blend Lamé Minidress,$595,Dresses
104,Area,Emily Stretch-Lamé Tube Minidress,$595,Dresses
105,Saint Laurent,Star-Print Silk Shirtdress,"$1,590",Dresses
106,OSMAN,Eliza Barbell-Detailed Stretch-Crepe Dress,$995,Dresses
107,Thierry Colson,Sigrid Cotton Mousseline A-Line Dress,"$1,125",Dresses
108,Isabel Marant,Dalika Silk Georgette Dress,"$1,435",Dresses
109,Lisa Perry,Ponte Shift Dress,$695,Dresses
110,Lisa Perry,Recess Ponte Shift Dress,$595,Dresses
111,Lisa Perry,Flyaway Crepe Gown,$995,Dresses
112,Lisa Perry,Ponte Swing Dress,$595,Dresses
113,Altuzarra,Tie-Dyed Silk Midi-Dress,"$1,495",Dresses
114,Barneys New York,Leopard-Print Silk Shirtdress,$850,Dresses
115,Jean Atelier,Agnes Denim Maxi Dress,$795,Dresses
116,ATM Anthony Thomas Melillo,Smocked Cotton Poplin Minidress,$275,Dresses
117,Altuzarra,Tie-Dyed Silk Midi-Dress,"$1,495",Dresses
118,Saloni,Rita Floral Silk Midi-Dress,$595,Dresses
119,Altuzarra,Tie-Dyed Crepe Maxi Dress,"$2,195",Dresses
120,The Row,Gran Matte Silk Charmeuse Gown,"$3,390",Dresses
121,Barneys New York,Cotton Eyelet Shirtdress,$550,Dresses
122,KALMANOVICH,Cady Strapless Minidress,"$1,000",Dresses
123,Faith Connexion,Floral Silk Crepe Wrap Shirtdress,"$2,085",Dresses
124,Lisa Perry,Dot-Print Crepe A-Line Dress,$695,Dresses
125,Saloni,Olivia Silk-Blend Midi-Dress,$650,Dresses
126,MANNING CARTELL,Beaded Minidress,$650,Dresses
127,Saloni,Lea Algae-Print Silk Midi-Dress,$650,Dresses
128,Lisa Perry,Bubbles Wool Crepe A-Line Dress,$795,Dresses
129,Altuzarra,Ilari Tie-Dyed Dress,"$1,850",Dresses
130,KALMANOVICH,Swiss Dot Tulle Minidress,"$1,125",Dresses
131,The Row,Borelle Scuba Jersey Tank Dress,$790,Dresses
132,Lisa Perry,Circular-Pocket Ponte Shift Dress,$650,Dresses
133,MANNING CARTELL,Ruched Fil Coupé Minidress,$550,Dresses
134,Altuzarra,Tie-Dyed Silk Midi-Dress,"$1,495",Dresses
135,Saint Laurent,Ruffled-Hem Studded Velvet Dress,"$4,490",Dresses
136,Altuzarra,Ilari Tie-Dyed Dress,"$1,850",Dresses
137,Regulation Yohji Yamamoto,Basket-Weave Cotton-Blend Shirtdress,"$1,030",Dresses
138,Cedric Charlier,Metallic Cable-Knit Midi-Dress,"$1,795",Dresses
139,Altuzarra,Ilari Tie-Dyed Dress,"$1,850",Dresses
140,Alberta Ferretti,Tiered Crochet Gown,"$1,195",Dresses
141,NSF,Wren Knit Cotton Hooded Dress,$295,Dresses
142,Thierry Colson,Rachel Striped Cotton Mini-Caftan,$615,Dresses
143,Pas de Calais,Shibori-Style Plissé Midi-Dress,$700,Dresses
144,Barneys New York,Linen A-Line Shirtdress,$895,Dresses
145,Missoni,Space-Dyed Cashmere Sweaterdress,"$1,560",Dresses
146,alexanderwang.t,Ladder-Stitched Silk Slipdress,$495,Dresses
147,Missoni,Metallic Striped Maxi Dress,"$1,995",Dresses
148,The Row,Nelina Belted Leather Wrap Dress,"$7,990",Dresses
149,Juan Carlos Obando,Satin-Trimmed Velvet Halter Gown,"$1,395",Dresses
150,Barneys New York,Cotton Poplin Midi-Dress,$575,Dresses
151,Valentino,Wool-Silk Crepe Shift Dress,"$1,980",Dresses
152,Two,Checked Cotton Dress,$438,Dresses
153,Barneys New York,Cotton Poplin Midi-Dress,$575,Dresses
154,J. Mendel,Shimmering Plissé Gown,"$5,690",Dresses
155,MM6 Maison Margiela,Cotton Poplin Lab Coat Dress,$490,Dresses
156,Lisa Perry,Silk Crepe Flyaway Dress,$795,Dresses
157,Juan Carlos Obando,Washed Satin Long Shirtdress,$895,Dresses
158,Lisa Perry,Silk Crepe Flyaway Dress,$795,Dresses
159,Co,Wool-Blend Faille Midi-Dress,$995,Dresses
160,Alberta Ferretti,Beaded Tulle Shift Dress,"$3,980",Dresses
161,The Row,Essentials Marina Shift Dress,"$1,150",Dresses
162,Icons,Cha Cha Floral Wrap Dress,$595,Dresses
163,Dolce & Gabbana,Floral Lace Minidress,"$2,195",Dresses
164,L'Agence,Cipriana Silk Crêpe De Chine Dress,$450,Dresses
165,Heron Preston,"""Handle With Care"" Cotton Harness Dress",$770,Dresses
166,Alberta Ferretti,Silk-Blend Lamé Gown,"$2,395",Dresses
167,Lisa Perry,Fleurty Wool A-Line Dress,"$1,395",Dresses
168,Ulla Johnson,Bardot Plissé Cotton Maxi Dress,$795,Dresses
169,Versace,Baroque-Print Silk Belted Shirtdress,"$2,950",Dresses
170,J. Mendel,Metallic Lace Cocktail Dress,"$3,990",Dresses
171,Helmut Lang,Cutout-Detailed Jersey Midi-Dress,$275,Dresses
172,OSMAN,Katherine Embellished Tulle Strapless Gown,"$2,710",Dresses
173,Opening Ceremony,Striped Knit Fitted Maxi Dress,$475,Dresses
174,Prabal Gurung,Floral Jacquard Minidress,"$1,395",Dresses
175,Saint Laurent,Bow-Detail Velvet Minidress,"$3,290",Dresses
176,Saint Laurent,Sculpted Wool Felt Minidress,"$4,990",Dresses
177,Juan Carlos Obando,Washed Satin Wrap-Front Dress,$895,Dresses
178,Narciso Rodriguez,Rib-Knit Flared Button-Front Dress,"$1,495",Dresses
179,FiveSeventyFive,Polka Dot Crinkled Crepe Minidress,$325,Dresses
180,Saint Laurent,Satin Draped Minidress,"$2,590",Dresses
181,ROUCHA,Abstract-Print Crepe Dress,$550,Dresses
182,Juan Carlos Obando,Velvet Wrap Dress,"$1,295",Dresses
183,Prada,Daisy-Embellished Slipdress,"$2,130",Dresses
184,NSF,Zinka Cotton Jumpsuit,$395,Dresses
185,NSF,Harlen Distressed Chambray Jumpsuit,$495,Dresses
186,Barneys New York,Lambskin Drop-Waist Dress,"$1,595",Dresses
187,Lisa Perry,Wool Crepe A-Line Dress,$795,Dresses
188,Robert Rodriguez,Leopard-Print Silk Maxi Dress,$595,Dresses
189,Altuzarra,Asymmetric-Peplum Stretch-Cady Dress,"$1,750",Dresses
190,Dolce & Gabbana,Flounce-Hem Cady Sheath Dress,"$2,195",Dresses
191,Nili Lotan,Silk Slipdress,$545,Dresses
192,J. Mendel,Embellished Silk Sleeveless Sheath Dress,"$3,990",Dresses
193,Nili Lotan,Silk Charmeuse Midi-Slipdress,$545,Dresses
194,Barneys New York,Cotton Poplin Maxi Dress,$795,Dresses
195,Nili Lotan,Silk Charmeuse Long Slipdress,$595,Dresses
196,Barneys New York,Cotton Poplin Maxi Dress,$795,Dresses
197,Thierry Colson,Eva Striped Cotton Poplin Dress,$755,Dresses
198,Juan Carlos Obando,Velvet Cowlneck Open-Back Gown,"$1,695",Dresses
199,Thierry Colson,Sahar Delphinium-Embroidered Cotton Voile Dress,$900,Dresses
200,OSMAN,Tamina Sequined Strapless Jumpsuit,"$2,800",Dresses
201,Alberta Ferretti,Ponte-Knit V-Neck Jumpsuit,"$1,495",Dresses
202,Alberta Ferretti,Draped Chiffon Cutout-Back Gown,"$2,695",Dresses
203,OSMAN,Franzi Striped Sequined Strapless Dress,"$1,775",Dresses
204,OSMAN,Franzi Sequined Strapless Dress,"$1,695",Dresses
205,Versace,Logo-Print Turtleneck Minidress,"$1,475",Dresses
206,Prada,Tech-Twill Slipdress,$950,Dresses
207,Ulla Johnson,Arielle Silk Chiffon Dress,$725,Dresses
208,Barneys New York,Lambskin Midi-Dress,"$1,595",Dresses
209,Ulla Johnson,Gia Silk Chiffon Mini-Dress,$595,Dresses
210,MANNING CARTELL,Secret Gardens Sheer Lace Midi-Dress,$750,Dresses
211,Juan Carlos Obando,Washed Satin Backless Gown,$850,Dresses
212,Juan Carlos Obando,Washed Satin Backless Gown,$750,Dresses
213,RAQUEL DINIZ,Jade Floral Silk Long Dress,"$1,295",Dresses
214,Koché,Cotton Belted Flared Dress,"$1,140",Dresses
215,Valentino,Virgin Wool-Silk Ruffle Dress,"$2,890",Dresses
216,Barneys New York,Linen Maxi Shirtdress,$895,Dresses
217,Valentino,Ruffled Wool-Silk Dress,"$2,890",Dresses
218,Lisa Perry,Core Wool A-Line Dress,$795,Dresses
219,The Row,Guinevere Slipdress,"$1,850",Dresses
220,Juan Carlos Obando,Silk Satin Midi-Slipdress,$995,Dresses
221,Proenza Schouler,Off-The-Shoulder Crepe Gown,"$2,250",Dresses
222,Raquel Allegra,Geometric Cotton Shirtdress,$533,Dresses
223,WE ARE LEONE,Leopard-Print Silk Maxi Wrap Dress,$495,Dresses
224,Raquel Allegra,Satin Midi-Dress,$435,Dresses
225,Warm,Nomad Floral Cotton-Silk Maxi Dress,$595,Dresses
226,J. Mendel,Hand-Pleated Silk Mousseline Dress,"$4,190",Dresses
227,Icons,Ruffle Floral Wrap Dress,$595,Dresses
228,Juan Carlos Obando,Velvet Cowlneck Asymmetric Dress,"$1,070",Dresses
229,Warm,Ladyland Silk-Blend Maxi Dress,$875,Dresses
230,Helmut Lang,Twist-Shoulder Cotton Minidress,$395,Dresses
231,Laura Garcia Collection,Georgianna Polka Dot Silk Dress,$595,Dresses
232,Juan Carlos Obando,Asymmetric Velvet Cowlneck Dress,"$1,070",Dresses
233,Lisa Perry,Ponte Knit Fit-And-Flare Dress,$895,Dresses
234,Prada,Feather-Trimmed Cocktail Dress,"$2,680",Dresses
235,Valentino,Sequined Silk Organza Gown,"$25,000",Dresses
236,Lisa Perry,Colorblocked Fit & Flare Dress,$895,Dresses
237,Laura Garcia Collection,Romy Floral Silk Dress,$495,Dresses
238,Lisa Perry,Ponte Shift Dress,$650,Dresses
239,Koché,Asymmetric Polo Dress,"$1,060",Dresses
240,Nili Lotan,Core Silk Charmeuse Slip Gown,$595,Dresses
241,CALVIN KLEIN 205W39NYC,Virgin Wool-Blend Twill Tuxedo Jumpsuit,"$2,500",Dresses
242,Alice Archer,Grace Embroidered Floral Silk-Blend Gown,"$3,985",Dresses
243,Derek Lam,Silk Sleeveless Dress,$890,Dresses
244,Azeeza,Alcott Ruffle Silk Minidress,$795,Dresses
245,Pas de Calais,Linen Midi-Dress,$600,Dresses
246,Azeeza,Leopard-Print Silk Wide-Leg Jumpsuit,$795,Dresses
247,Barneys New York,Cotton Poplin Bustier Dress,$595,Dresses
248,Nili Lotan,Bias-Cut Velvet Cami Gown,$595,Dresses
249,Barneys New York,Cotton Poplin Bustier Dress,$595,Dresses
250,Nili Lotan,Silk Velvet Cami Dress,$595,Dresses
251,Barneys New York,Cotton Poplin Bustier Dress,$595,Dresses
252,Azeeza,Saunder Silk Midi-Dress,$895,Dresses
253,Zero + Maria Cornejo,Aki Stretch-Silk Dress,$995,Dresses
254,Derek Lam,Snap-Detailed Crepe-Jersey Dress,"$1,350",Dresses
255,Philosophy di Lorenzo Serafini,Pleated Lamé Midi-Dress,$995,Dresses
256,Co,Cady Belted Tieneck Shirtdress,$795,Dresses
257,Nili Lotan,Core Silk Charmeuse Slipdress,$545,Dresses
258,Philosophy di Lorenzo Serafini,Embellished Crepe Maxi Dress,"$1,380",Dresses
259,Barneys New York,Cotton Eyelet A-Line Shirtdress,$595,Dresses
260,Area,Lamé-Trimmed Jumpsuit,$795,Dresses
261,Paco Rabanne,Metal Mesh Shift Dress,"$6,550",Dresses
262,Zero + Maria Cornejo,Jazmin Stretch-Silk Dress,"$1,095",Dresses
263,A.L.C.,Embry Floral Silk Wrap Dress,$495,Dresses
264,3.1 Phillip Lim,Patchwork Lace Dress,$995,Dresses
265,L'Agence,Dia Silk Crepe Belted Jumpsuit,$510,Dresses
266,Balenciaga,Striped Cotton Shirtdress,"$1,250",Dresses
267,Ace & Jig,Heights Geometric-Pattern Cotton Jumpsuit,$340,Dresses
268,Denim x Alexander Wang,Frayed Denim Minidress,$295,Dresses
269,Area,Dora Cotton-Blend Lamé Slipdress,$625,Dresses
270,Area,Emily Smocked Cotton-Blend Lamé Minidress,$595,Dresses
271,Philosophy di Lorenzo Serafini,Metallic Mesh A-Line Dress,$870,Dresses
272,Philosophy di Lorenzo Serafini,Embellished Velvet Gown,"$1,995",Dresses
273,Philosophy di Lorenzo Serafini,Metallic Mesh Midi-Dress,$890,Dresses
274,Ace & Jig,Dusty Cotton Maxi Dress,$365,Dresses
275,Balmain,Starburst-Motif Velvet Gown,"$2,295",Dresses
276,R13,Floral Silk-Blend Slipdress,$595,Dresses
277,Rick Owens,Ellipse Velvet Maxi Dress,"$1,615",Dresses
278,Rick Owens,Walrus Crepe Asymmetric Dress,"$1,595",Dresses
279,Ace & Jig,Dusty Striped Cotton Maxi Dress,$365,Dresses
280,R13,Cowboy Floral Cotton Shirtdress,$595,Dresses
281,Alice Archer,Gloria Embroidered Silk Midi-Dress,"$2,240",Dresses
282,Alice Archer,Gale Embroidered Silk Shift Dress,"$1,965",Dresses
283,Derek Lam,Crepe Tank Dress,"$1,190",Dresses
284,Balenciaga,Metallic Velvet Jacquard Minidress,"$2,590",Dresses
285,The Row,Dan Stretch-Crepe V-Neck Dress,"$2,590",Dresses
286,Laura Garcia Collection,Georgiana Floral Silk Tank Dress,$595,Dresses
287,Laura Garcia Collection,Etienne Dotted Sleeveless Dress,$645,Dresses
288,Laura Garcia Collection,Feroline Floral Silk Dress,$595,Dresses
289,Barneys New York,Tweed Sleeveless Dress,"$1,295",Dresses
290,Barneys New York,Houndstooth Sheath Dress,$695,Dresses
291,The Row,Neila Cashmere-Wool Dress,"$4,190",Dresses
292,Derek Lam 10 Crosby,Lace-Inset Georgette Midi-Dress,$650,Dresses
293,Rebecca de Ravenel,Tie-Front Floral Silk Minidress,$995,Dresses
294,Derek Lam 10 Crosby,Lace-Inset Silk Georgette Dress,$525,Dresses
295,Area,Edna Crystal-Embellished Stretch-Piqué Dress,$695,Dresses
296,Area,Francisco Crystal-Embellished Stretch-Twill Dress,$920,Dresses
297,NSF,Dolly Distressed Denim Overalls,$495,Dresses
298,Ulla Johnson,Penny Embellished Floral Velvet Minidress,$795,Dresses
299,Ulla Johnson,Vienne Silk-Blend Fil Coupé Dress,$695,Dresses
300,Ulla Johnson,Karolina Silk-Blend Fil Coupé Dress,$895,Dresses
301,Ulla Johnson,Aurelie Silk-Blend Fil Coupé Asymmetric Dress,$795,Dresses
302,Ulla Johnson,Tess Velvet One-Shoulder Jumpsuit,$595,Dresses
303,J. Mendel,Beaded Metallic Lace Cocktail Gown,"$4,390",Dresses
304,Thom Browne,Cotton Oxford Cloth Button-Down Shirtdress,$520,Dresses
305,Altuzarra,Tamourine Floral- & Leopard-Print Silk Dress,"$2,495",Dresses
306,Zero + Maria Cornejo,Kaia Cotton-Blend Wrap Dress,$995,Dresses
307,Valentino,Crepe One-Shoulder Gown,"$4,200",Dresses
308,Ace & Jig,Casey Striped Cotton Tunic,$340,Dresses
309,Ace & Jig,Ashcroft Geometric Cotton Midi-Dress,$300,Dresses
310,Ace & Jig,Jane Plaid Cotton Midi-Dress,$365,Dresses
311,Barneys New York,Cady Wide-Leg Jumpsuit,$695,Dresses
312,Needles,Plaid Cotton Flannel Shirtdress,$395,Dresses
313,Alexander Wang,Houndstooth Fitted Minidress,$795,Dresses
314,J KOO,Cotton Cold-Shoulder Midi-Dress,$675,Dresses
315,Ulla Johnson,Fantine Floral Silk Tiered Dress,$895,Dresses
316,Esteban Cortazar,Zebra- & Chevron-Pattern Compact Knot Minidress,"$1,490",Dresses
317,Ulla Johnson,Aurelie Floral Silk Midi-Dress,$895,Dresses
318,Laura Garcia Collection,Romy Velvet Midi-Dress,$595,Dresses
319,Thom Browne,Frayed Cotton Oxford Cloth Shirtdress,$850,Dresses
320,Sophia Kah,Floral Cotton-Blend Lace Gown,"$2,885",Dresses
321,Sophia Kah,Floral Lace & Mesh Gown,"$1,825",Dresses
322,Sophia Kah,Lace & Tulle Cocktail Dress,"$1,420",Dresses
323,Area,Lamé Fitted Dress,$795,Dresses
324,Lanvin,Rib-Knit Wool-Blend Midi-Dress,"$1,790",Dresses
325,Alberta Ferretti,Floral-Lace-Embellished Silk Minidress,"$2,135",Dresses
326,Barneys New York,Floral-Lace Dress,"$1,415",Dresses
327,GIOVANNIBEDIN,Striped Jersey & Tulle Minidress,"$2,490",Dresses
328,GIOVANNIBEDIN,Striped Jersey & Tulle Maxi Dress,"$2,990",Dresses
329,Raquel Allegra,Floral Silk Tiered Midi-Dress,$695,Dresses
330,Heron Preston,"""Handle With Care"" Cotton Harness Dress",$865,Dresses
331,Lisa Perry,Crepe Flounce Flyaway Shift Dress,$695,Dresses
332,Lisa Perry,Wow Compact Knit Fit & Flare Dress,$850,Dresses
333,Victoria Beckham,Bonded Crepe Fitted Dress,"$1,630",Dresses
334,Victoria Beckham,Pleated-Inset Crepe Long Dress,"$3,420",Dresses
335,VIVETTA,De Heem Floral Velvet Dress,$730,Dresses
336,VIS Ā VIS,Buffalo-Checked Cotton Flannel Shirtdress,$460,Dresses
337,L'Agence,Keely Crepe Double-Breasted Blazer Dress,$595,Dresses
338,L'Agence,Julieta Leopard-Print Silk Wrap Dress,$525,Dresses
339,Altuzarra,Striped Rib-Knit Fit-&-Flare Midi-Dress,$995,Dresses
340,Area,Embellished Leather Strapless Dress,"$1,255",Dresses
341,CALVIN KLEIN 205W39NYC,Leather Shirtdress,"$2,200",Dresses
342,Regulation Yohji Yamamoto,Oversized Cotton Poplin Dress,"$1,000",Dresses
343,Missoni,Metallic Rib-Knit Wrap Dress,"$2,750",Dresses
344,Missoni,Metallic Knit Minidress,$995,Dresses
345,FiveSeventyFive,Dots Cotton-Blend Voile Midi-Dress,$450,Dresses
346,Saloni,Colette Floral Silk Minidress,$395,Dresses
347,Lisa Perry,Wow Ponte Fit & Flare Dress,$895,Dresses
348,Ace & Jig,Fete Geometric-Pattern Cotton Dress,$375,Dresses
349,Ace & Jig,Johnny Geometric-Pattern Cotton Jumpsuit,$315,Dresses
350,Ace & Jig,Elenor Striped Cotton Tie-Waist Dress,$260,Dresses
351,Ace & Jig,Vivian Cotton Tie-Waist Dress,$315,Dresses
352,HIRAETH,Ophelia Mesh V-Neck Dress,$695,Dresses
353,Balmain,Rib-Knit Wool-Blend Fitted Dress,"$1,295",Dresses
354,R13,Floral Cowboy Shirtdress,$595,Dresses
355,Barneys New York,Floral Georgette Slipdress,$695,Dresses
356,Prada,Embellished Tulle Midi-Dress,"$4,960",Dresses
357,Prada,Tulle-Overlay Liquid-Daisy-Print Silk Dress,"$4,180",Dresses
358,Valentino,Scalloped-Hem Square-Neck Dress,"$6,200",Dresses
359,Dolce & Gabbana,Flounce-Hem Stretch-Cady Dress,"$1,895",Dresses
360,Lisa Perry,Fleurty Ponte A-Line Dress,$895,Dresses
361,Lisa Perry,Fleurty Wool A-Line Dress,$995,Dresses
362,Balmain,Belted Tank Dress,"$1,880",Dresses
363,Balmain,Metallic Mock-Turtleneck Dress,"$2,460",Dresses
364,Thom Browne,Backward Wool Cardigan Midi-Dress,"$1,890",Dresses
365,Lisa Perry,Ponte A-Line Dress,$695,Dresses
366,Helmut Lang,Gathered Satin Midi-Dress,$645,Dresses
367,Helmut Lang,Washed Satin Midi-Dress,$645,Dresses
368,HIRAETH,Camille Crepe & Satin Dress,$995,Dresses
369,Alberta Ferretti,Abstract-Print Silk Chiffon Gown,"$2,995",Dresses
370,MANNING CARTELL,Whitelands Lace Minidress,$550,Dresses
371,MANNING CARTELL,Supreme Extreme Embellished Wrap Dress,$850,Dresses
372,Juan Carlos Obando,Metallic Asymmetric Cowlneck Dress,$995,Dresses
373,Alberta Ferretti,Geometric-Print Silk V-Neck Dress,"$1,795",Dresses
374,Alberta Ferretti,Abstract-Print Silk Chiffon Dress,"$1,995",Dresses
